Title,Author,Abstract,Title_URL,Year,Publish,IF,Quote
"Congenital anemia, dyskeratosis, and progressive alopecia in Polled Hereford calves.","Steffen DJ, Leipold HW, Gibb J, Smith JE.","A new syndrome of anemia, alopecia, and dyskeratosis was identified in Polled Hereford calves in this study. Cutaneous changes included hyperkeratosis and hair loss around the muzzle and ear margins, which progressed to a generalized alopecia and hyperkeratotic dermatitis. Histologically, orthokeratotic hyperkeratosis with dyskeratosis of epidermal and follicular keratinocytes was present. Alopecia was correlated with dyskeratosis of Huxley's layer and an increasing proportion of follicles in the telogen phase of the hair cycle. Dermatitis was characterized by a mild dermal mononuclear cell infiltrate and mild lymphocytic perivascular dermatitis. The anemia present at birth was nonprogressive and was classified as normochromic and normocytic to macrocytic. Reticulocytosis was absent, but bone marrow was markedly hyperplastic. Nuclear cytoplasmic asynchrony of the rubricyte and metarubricyte stages occurred in the bone marrow. Abnormal rubricyte nuclei and maturation arrest at the late rubricyte stage were common. Cytologic features of the erythroid series are similar to those of type I congenital dyserythropoietic anemia of human beings. Genealogic features suggest that this is a primary hereditary defect. The mode of inheritance, however, remains to be determined.",https://www.ncbi.nlm.nih.gov/pubmed/1858254,1991,Vet Pathol,1.795,24
Effects of trenbolone acetate on carcass characteristics and serum testosterone and cortisol concentrations in bulls and steers on different management and implant schemes.,"Jones SJ, Johnson RD, Calkins CR, Dikeman ME.","The objective of this study was to determine the effects of different implanting schemes on serum testosterone and cortisol concentrations, and carcass traits of bulls and steers implanted with trenbolone acetate (TBA) and zeranol (Z). Twenty Polled Hereford bulls were randomly assigned to one of three treatments after birth. Five calves served as nonimplanted control bulls (NIB). Nine bulls were implanted (IB) with 140 mg of TBA and 36 mg of Z at about 1 mo of age and reimplanted with both compounds 10 wk later. When IB calves were about 21 wk of age, the TBA implant was removed and calves were reimplanted with Z every 10 wk until slaughter. Six calves were castrated at 3 wk of age and implanted (IS) with TBA and Z every 10 wk until slaughter. Blood samples from each animal were obtained at 14-d intervals beginning at 14 wk of age and serum cortisol (C) and testosterone (T) concentrations were determined. The NIB had higher C levels than IB or IS (P less than .05) during the preweaning period. During the finishing period, there were no differences in C concentrations between NIB and IB; however, IS had lower levels (P less than .05) than both bull treatments. Serum T concentrations began to increase about 12 wk later (42 vs 30 wk, respectively) in IB compared with NIB. Testicular size was smaller (P less than .05) in IB than in NIB. No differences (P greater than .05) were observed in carcass characteristics. Taste-panel scores were not different among treatments. In conclusion, implanting schemes using TBA and Z lowered serum levels of C and delayed puberty in bulls; however, they did not alter carcass characteristics or eating quality.",https://www.ncbi.nlm.nih.gov/pubmed/2071500,1991,J Anim Sci,1.711,23
Inability to predict the adult sexual performance of bulls by prepuberal sexual behaviors.,"Price EO, Wallach SJ.","The objective of this investigation was to determine the extent to which the sexual performance of adult bulls (18 to 24 mo of age) can be predicted by prepuberal sexual behaviors. Tests were administered to 121 polled Hereford bulls to determine whether adult sexual performance (especially serving capacity or ejaculation rate) was related to 1) whether or not the subjects mounted estrous females at 6 mo of age, 2) the age at which the bulls attained their first ejaculation, 3) the frequency of sexual behaviors exhibited in heterosexual interactions and 4) the frequency of male-male mounting exhibited in all-male groups. None of the above measures reliably predicted adult serving capacity. Prepuberal interest in mounting other males and estrous females and the age at which ejaculatory competence was attained bore little relationship to serving capacity at 18 to 24 mo. Individual differences in rate of ejaculation were consistent from one age to another only after the bulls had reached 18 mo. We concluded that the sexual behaviors of prepuberal beef bulls were of limited usefulness in predicting adult sexual performance.",https://www.ncbi.nlm.nih.gov/pubmed/2061235,1991,J Anim Sci,1.711,4
Effects of group size and the male-to-female ratio on the sexual performance and aggressive behavior of bulls in serving capacity tests.,"Price EO, Wallach SJ.","The purpose of the following study was to determine the effects of group size and the male-to-female ratio on the sexual and aggressive behaviors of bulls in the context of serving capacity tests. Tests were administered to two groups of 13 and 14 polled Hereford bulls, respectively, under four test conditions in which the number of bulls and the ratio of males to females was varied. The test conditions were as follows: 1) individual tests (single males were exposed to single females), 2) small-group tests (three or four bulls:three females), 3) large-group tests (13 or 14 bulls:3 females), and 4) male-only test (13 or 14 bulls were placed in the test area in the absence of females). In addition, the sexual performance of 44 Hereford and 12 Angus bulls was compared when competing (small-group tests) vs not competing (individual tests) for females. Ejaculation rate (serving capacity) was similar in individual and small-group tests in which a male-to-female ratio of approximately 1:1 was maintained. Increasing the male-to-female ratio to approximately 4.5:1 enhanced levels of aggression and reduced overall sexual performance. Angus bulls were more aggressive than their Hereford counterparts when competing for females and exhibited lower (P less than .05) ejaculation rates in small-group tests than when evaluated individually. We concluded that the sexual performance of polled Hereford bulls can be reliably evaluated when tested in small groups as long as a 1:1 male-to-female ratio is approximated.(ABSTRACT TRUNCATED AT 250 WORDS).",https://www.ncbi.nlm.nih.gov/pubmed/2061234,1991,J Anim Sci,1.711,17
Molecular defects in the E1 alpha subunit of the branched-chain alpha-ketoacid dehydrogenase complex that cause maple syrup urine disease.,"Zhang B, Zhao Y, Harris RA, Crabb DW.","Maple syrup urine disease (MSUD) results from an inborn metabolic error caused by a deficiency of the branched-chain alpha-ketoacid dehydrogenase complex (BCKDC). cDNA clones encoding the E1 alpha subunit of BCKDC from rat and human liver have been isolated and characterized. The chromosomal location of E1 alpha on chromosome 19q13.1-13.2 has been determined using complementary methods. The etiology of MSUD has been studied by determining the enzyme activity, protein mass and mRNA level of BCKDC in fibroblasts from a human family and Polled Hereford calves, both with classic MSUD. A TACTyr to AACAsn substitution at residue 394 of the E1 alpha subunit was identified in the human patient by using enzymatic amplification of mRNA followed by DNA sequencing. Amplification of both mRNA and genomic DNA, in combination with allele-specific oligonucleotide hybridization, demonstrated that the patient was a compound heterozygote, inheriting an allele with a structural mutation from the father, and an allele from the mother containing a presumably cis-acting defect in regulation that abolished the expression of one of the E1 alpha alleles. The results revealed for the first time that a case of MSUD was caused by structural and regulatory mutations involving the E1 alpha subunit. Recent studies by others have demonstrated that the same structural mutation as is found in this patient is responsible for the high incidence of MSUD in the Philadelphia Mennonite population.(ABSTRACT TRUNCATED AT 250 WORDS).",https://www.ncbi.nlm.nih.gov/pubmed/1943689,1991,Mol Biol Med,Not Found,19
Effect of dietary energy restriction on metabolic and endocrine responses during the estrous cycle of the suckled beef cow.,"Schrick FN, Spitzer JC, Jenkins TC, Henricks DM, Althen TG.","A replicated trial was conducted with suckled Angus and Polled Hereford cows (110 d postcalving) to determine metabolic and endocrine responses to an energy-restricted diet after cows had re-established postpartum estrous cyclicity. Cows were individually fed 26.5 Mcal ME (H) or 15.2 Mcal ME (L) for a 30-d preliminary period and fitted with an indwelling jugular cannula at synchronized estrus. Average daily weight change during the estrous cycle was .60 +/- .25 and -1.37 +/- .30 kg/d for H and L, respectively (P less than .05). Blood concentrations of cortisol, progesterone and LH during the estrous cycle were not affected by diet, nor did diet affect frequency or amplitude of LH pulses (P greater than .05). No dietary differences were observed for daily concentrations of total protein, glucose, nonesterified fatty acids or acetate. Mean blood concentrations of propionate and butyrate were not different between diets; however, L cows had lower concentrations of propionate and butyrate on d 11 of the cycle (P less than .05). Cows fed L had higher concentrations of blood urea nitrogen (P less than .05), but they had lower concentrations of cholesterol (P less than .05) on d 4, 11, 18 and subsequent estrus (E). Insulin was not different on d 4 and 11; however, cows fed L had lower insulin concentrations on d 18 and d E (P less than .05). Dietary energy restriction in these cyclic cows caused no change in endocrine responses. Of metabolic responses measured, only blood urea nitrogen, cholesterol and insulin showed consistent changes.",https://www.ncbi.nlm.nih.gov/pubmed/2254205,1990,J Anim Sci,1.711,34
Subsequent reproduction and calf performance of nonpregnant cows compared with pregnant cows and replacement females.,"Neville WE Jr, Richardson KL, Williams DJ 3rd, Mullinix BG Jr, Utley PR.","This study was conducted with Angus, Polled Hereford and Santa Gertrudis straightbred and crossbred cows. The subsequent cow breeding and calf performance of cows that were nonpregnant (NP) were compared with cows that were pregnant (PG) at the time calves were weaned. All NP cows had a calf the year previous to their being nonpregnant. They were diagnosed as physically sound with no detection (by rectal palpation) of an abnormal reproductive tract. The NP and PG cows were aged 4 to 9 yr. Also, the NP cows were compared with replacement females exposed to calve first as 2- and 3-yr-olds (H2 and H3, respectively), and with cows exposed for second calving as 3-yr-olds (C2). Cows were assigned within breed composition and age to sire breeding groups on pasture. Subsequent calving and weaning rates were similar for NP, PG and H2 cows, similar for H3 and H2 cows and lowest (P less than .05) for C2 cows. Calves from NP and H3 cows were born earlier (P less than .05) in the calving period than calves from PG and H2 cows, whereas calves from C2 cows were born later (P less than .05) than those from NP, PG and H3 cows. Calving difficulty was similar for NP, PG and C2 and greatest (P less than .05) for H2 cows. Calf 205-d weights were highest (P less than .05) for NP, similar for PG and H3 and lowest (P less than .05) for C2 and H2 cows. Calf weaning weight per cow exposed for breeding from NP cows was 13.8, 32.3, 55.2 and 1.0 kg higher than from PG, H2, C2 and H3 cows, respectively. Causes for cows being nonpregnant were reported. Also, calving patterns during 6 consecutive calving periods (6 yr) were evaluated.",https://www.ncbi.nlm.nih.gov/pubmed/2401640,1990,J Anim Sci,1.711,4
Growth of crossbred progeny of polled Hereford sires divergently selected for yearling weight and maternal ability.,"Mahrt GS, Notter DR, Beal WE, McClure WH, Bettison LG.","Polled Hereford sires (n = 47) were divergently selected on published yearling weight (YW) and maternal (MAT) expected progeny differences (EPD) and mated to grade Angus cows to produce 457 calves in five spring calf crops. Sires selected for high and low YW differed by an average of 6.3 kg in YW EPD and those selected for high and low MAT differed by an average of 4.0 kg in MAT EPD based on 1989 EPD values. Calves by high-YW sires were heavier at birth (2.2 kg; P less than .10) and weaning (7.5 kg; P less than .01) and as yearlings (16.4 kg; P less than .01) than calves by low-YW sires and were taller at weaning (1.90 cm; P less than .01). Regressions of calf performance on corresponding 1989 EPD were 1.18 +/- .20 kg/kg for birth weight, .75 +/- .24 kg/kg for weaning weight and 1.79 +/- .42 kg/kg for YW. Expected progeny differences for individual sires were calculated from the data collected in this study and had correlations with published EPD of .53 for birth weight, .37 for weaning weight and .54 for YW. These corresponded to expected correlations based on accuracies of evaluation of .68, .61 and .58, respectively, and yielded estimates of the genetic correlation between performance in the environment of the study and the environment of the purebred herds where the published EPD were derived of .78 for birth weight, .61 for weaning weight and .93 for YW. The very large regression of YW on YW EPD (1.79 +/- .42 kg/kg) may have resulted from bias in published EPD due to culling of calves at weaning in purebred herds. Use of multiple traits analyses to account for such culling is recommended.",https://www.ncbi.nlm.nih.gov/pubmed/2384382,1990,J Anim Sci,1.711,17
"Breed means for average daily gain, feed conversion and intake of beef bulls during postweaning feedlot performance tests.","Chewning JJ, Brown AH Jr, Johnson ZB, Brown CJ.","Comparisons of ADG, feed/gain, daily feed intake and daily feed intake as percentage of body weight may be important to beef cattle producers and researchers in breed selection and computer modeling. Data evaluated were postweaning feedlot performance test records collected from 1967 to 1986 of 3,661 individually fed bulls. Bulls originated from University of Arkansas purebred herds, Fayetteville, and the University of Arkansas Cooperative Bull Tests at Fayetteville, Hope and Monticello. Data were analyzed separately for years 1967 to 1976 (P1) (n = 1,654) and 1977 to 1986 (P2) (n = 2,007). Breeds in P1 were Hereford (HH), Angus (AN), Charolais (CH), Polled Hereford (HP) and Santa Gertrudis (SG). Breeds in P2 were HH, AN, CH, HP, SG, Simmental (SM), Maine-Anjou (MA), Brangus (BN) and Beefmaster (BM). The model fitted included initial age, breed and test number (all P less than .01 except for initial age on ADG in P1). Test number included variation of year, location and season. Breed rankings from highest to lowest for ADG in P1 were CH, SG, HH, HP and AN and in P2 were MA, CH, SM, AN, HP, SG, HH, BN and BM. Breed rankings from highest to lowest for feed/gain in P1 were AN, SG, CH, HP and HH and in P2 were BM, BN, AN, SG, HP, SM, HH, MA and CH. Breeds highest to lowest for daily feed intake (as-fed basis) in P1 were CH, SG, AN, HP and HH and in P2 were SM, MA, CH, AN, BN, HP, SG, HH and BM.(ABSTRACT TRUNCATED AT 250 WORDS).",https://www.ncbi.nlm.nih.gov/pubmed/2384350,1990,J Anim Sci,1.711,24
Premature translation termination of the pre-E1 alpha subunit of the branched chain alpha-ketoacid dehydrogenase as a cause of maple syrup urine disease in Polled Hereford calves.,"Zhang B, Healy PJ, Zhao Y, Crabb DW, Harris RA.","Maple syrup urine disease in man and cattle is an inborn metabolic error caused by the deficiency of the branched chain alpha-ketoacid dehydrogenase. We have studied the molecular basis of the disease in Polled Hereford calves. The E1 component of branched chain alpha-ketoacid dehydrogenase was virtually undetectable by Western blot analysis of fibroblasts from an affected calf. Northern blot analysis failed to detect the E1 alpha mRNA species in the fibroblasts. Nevertheless, it was readily demonstrated by reverse transcription of RNA followed by polymerase chain reaction that the mRNA for the E1 alpha subunit was present in the cells, albeit at very low concentrations. Sequencing of the polymerase chain reaction-generated cDNA for the entire coding region of the E1 alpha subunit revealed a single base substitution at codon -6 (CAG to TAG). This mutation introduces a stop codon in the leader peptide of the E1 alpha subunit, resulting in the premature termination of translation. The mutation was verified by hybridization of the amplified cDNA fragments from two affected calves with allele-specific oligonucleotides. This finding explains the pathogenesis of maple syrup urine disease in this breed of cattle, which provides the only known animal model for the human disease. In addition, the results provide evidence for the effect of premature translation termination on reducing the steady-state mRNA level and the dependence of E1 beta protein stability on the co-expression of the E1 alpha.",https://www.ncbi.nlm.nih.gov/pubmed/2303405,1990,J Biol Chem,4.01,52
Regulation of the branched-chain alpha-ketoacid dehydrogenase and elucidation of a molecular basis for maple syrup urine disease.,"Harris RA, Zhang B, Goodwin GW, Kuntz MJ, Shimomura Y, Rougraff P, Dexter P, Zhao Y, Gibson R, Crabb DW.","The hepatic branched-chain alpha-ketoacid dehydrogenase complex plays an important role in regulating branched-chain amino acid levels. These compounds are essential for protein synthesis but toxic if present in excess. When dietary protein is deficient, the hepatic enzyme is converted to the inactive, phosphorylated state to conserve branched-chain amino acids for protein synthesis. When dietary protein is excessive, the enzyme is in the active, dephosphorylated state to commit the excess branched-chain amino acids to degradation. Inhibition of protein synthesis by cycloheximide, even when the animal is starving for dietary protein, results in activation of the hepatic branched-chain alpha-ketoacid dehydrogenase complex to prevent accumulation of branched-chain amino acids. Likewise, the increase in branched-chain amino acids caused by body wasting during starvation and uncontrolled diabetes is blunted by activation of the hepatic branched-chain alpha-ketoacid dehydrogenase complex. The activity state of the complex is regulated in the short term by the concentration of branched-chain alpha-ketoacids (inhibitors of branched-chain alpha-ketoacid dehydrogenase kinase) and in the long term by alteration in total branched-chain alpha-ketoacid dehydrogenase kinase activity. cDNAs have been cloned and the primary structure of the mature proteins deduced for the E1 alpha subunit of the human and rat liver branched-chain alpha-ketoacid dehydrogenase complex. The cDNA and protein sequences are highly conserved for the two species. Considerable sequence similarity is also apparent between the E1 alpha subunits of the human branched-chain alpha-ketoacid dehydrogenase complex and the pyruvate dehydrogenase complex. Maple syrup urine disease is caused by an inherited deficiency in the branched-chain alpha-ketoacid dehydrogenase complex. The molecular basis of one maple syrup urine disease family has been determined for the first time. The patient was found to be a compound heterozygote, inheriting an allele encoding an abnormal E1 alpha from the father, and an allele which is not expressed from the mother. The only known animal model for the disease (Polled Hereford cattle) has also been characterized. The mutation in these animals introduces a stop codon in the leader peptide of the E1 alpha subunit, resulting in premature termination of translation. Two thiamine responsive patients have been studied. The deduced amino acid sequences of the mature E1 alpha subunit and its leader sequence were normal, suggesting that the defect in these patients must exist in some other subunit of the complex. 3-Hydroxyisobutyrate dehydrogenase and methylmalonate-semialdehyde dehydrogenase, two enzymes of the valine catabolic pathway, were purified from liver tissue and characterized.(ABSTRACT TRUNCATED AT 400 WORDS).",https://www.ncbi.nlm.nih.gov/pubmed/2403034,1990,Adv Enzyme Regul,Not Found,81
[Intersexuality in domestic mammals].,"Cribiu EP, Chaffaux S.","With the exception of bovine freemartinism, intersexuality is rarely reported in domestic animals. The few cases of intersexuality reported here in dogs, cattle, goats, sheep and horses were classified according to the karyotype. The XX intersexes described here included goats which were either polled male pseudohermaphrodites or true hermaphrodites and dogs which were female pseudohermaphrodites. Among the XY intersexes studied, one dog was a true hermaphrodite, whereas the others were male pseudohermaphrodites, all mares showed gonadal dysgenesis and one cow was a female pseudohermaphrodite. XX/XY intersexes were detected in ovine cases of freemartinism.",https://www.ncbi.nlm.nih.gov/pubmed/2206293,1990,Reprod Nutr Dev,Not Found,41
Breeding performance of beef bulls assigned to two-sire cow groups on pasture.,"Neville WE Jr, Richardson KL, Williams DJ 3rd, Utley PR.","Angus, Polled Hereford and Santa Gertrudis bulls from ages 1 through 5 and 7 yr were assigned to 26 two-sire breeding groups. Each year, straightbred and crossbred cows of these breeds were allotted at random within breed composition, age of dam and calving date to breeding groups on pasture. Sires within each breeding group or pair were the same age at breeding and were two of the three breeds of sires. Neither calving rate nor the proportion of calves born by one vs the other sire in the two-sire breeding groups was affected by sire age among breeding groups. For a given breed, there was no uniformity among the sires in the proportion of calves they sired in their two-sire breeding groups. The proportion of calves born for the 26 sire pairs averaged .64 vs .36 (SE = 0.4 for either high or low value) for one vs the other sire in a sire pair with no indication that calving rate was affected by unequal proportions of calves by sires within sire pairs. Cows calved significantly earlier in the calving period (b = -.775 +/- .127) as calving rate increased among sire pairs. The number of days from the start of the breeding period to calf birth was affected by differences between sires in sire pairs for 8 of the 26 pairs, but there were no significant differences due to sire pair or breed of sire because of interaction between these two variables.",https://www.ncbi.nlm.nih.gov/pubmed/2592272,1989,J Anim Sci,1.711,4
Heritability estimates of pregnancy rate in beef cows under natural mating.,"Buddenberg BJ, Brown CJ, Johnson ZB, Dunn JE, Peterson HP.","Observations of 3,029 matings over 17 yr on an Ozark upland range were used to estimate heritability of pregnancy rate in Angus, Hereford and Polled Hereford cows. Pregnancy rate, the percentage of cows exposed that produced a live calf in the spring, was transformed using the empirical logit transformation and then analyzed for each breed separately by weighted least squares using a mixed model procedure. A numerator relationship matrix for sires of cows was incorporated into the sire model to account for relationships among sires. Variation among years significantly affected pregnancy rate in all three breeds. Age of dam significantly affected pregnancy rate in the Angus and Hereford groups. Paternal half-sib estimates of heritability from the observed binary data (h2b) for pregnancy rate were calculated on first-calf heifers and mature cows for each breed. Respective h2b estimates for heifers and mature cows were .17 and .09 in the Angus group, .04 and .01 in the Hereford group and .05 and .05 in the Polled Hereford group. The heritability estimates when binary records were transformed to the probit scale (h2) were .04 +/- .003 and .02 +/- .001 for Angus, .01 +/- .002 and 0 for Hereford and .01 +/- .001 and .02 +/- .001 for Polled Hereford for heifers and mature cows, respectively. Heritability estimates in this study are in agreement with the literature, indicating little opportunity for improvement in pregnancy rate by selection within a breed.",https://www.ncbi.nlm.nih.gov/pubmed/2808164,1989,J Anim Sci,1.711,26
Reproduction and calf performance of Angus-sired and Polled Hereford-sired cows bred to Angus and Brahman bulls for primiparous calving as two- vs three-year-olds.,"Neville WE Jr, Tucker SV, Utley PR.","This 4-yr study was conducted with Angus (A)-sired and Polled Hereford (PH)-sired crossbred heifers that were exposed to either A or medium-frame Brahman (B) bulls from primiparous calvings either as 2- or 3-yr-olds. Each year, heifers were allotted at random within breed composition and age of dam to breeding groups on pasture for an 84-d breeding period that began in late March or early April. Results indicated that differences due to age of dam (AOD), calf sire breed (CSB) and dam sire breed (DSB) were similar for calving rate, earliness of calving in the calving period and percentage of calves born alive, percentage weaned of those born alive and percentage weaned of cows exposed. The 3-yr-old cows had less calving difficulty and their calves had higher birth weight, average daily gain (ADG) to weaning, 205-d weight and 205-d weight/cow exposed than the 2-yr-old cows. Compared with the B-sired calves the A-sired calves had lower birth weight, ADG to weaning and 205-d weight; however, 205-d weight/cow exposed was similar. Compared with the PH-sired cows, the A-sired cows had less calving difficulty, and their calves had higher ADG to weaning and higher 205-d weights/cow exposed. Under conditions similar to those of this study, it would be economically advantageous to calve first at 2 yr of age rather than at 3 yr of age.",https://www.ncbi.nlm.nih.gov/pubmed/3403391,1988,J Anim Sci,1.711,9
"Evaluation of performance characteristics in a diallel among Simmental, Limousin, Polled Hereford and Brahman beef cattle. II. Carcass traits.","Comerford JW, Benyshek LL, Bertrand JK, Johnson MH.","Evaluations of steer and heifer progeny from a diallel mating design of Simmental, Limousin, Polled Hereford and Brahman beef cattle over 5 yr are presented. Traits evaluated included final weight, hot carcass weight, ribeye area, 12th rib fat thickness, marbling score, yield grade, dressing percentage and percentage of kidney, pelvic and heart fat. Progeny of Simmental sires were heavier at slaughter than those with Brahman sires (P less than .05), but no differences were found for carcass weight. Dressing percentage was higher for Limousin crosses compared with progeny of other sire breeds (P less than .05). Similar results were found for dam breeds, except that progeny of Limousin dams had heavier carcasses with a higher dressing percentage (P less than .05) than Brahman crosses. Crosses of Limousin and Simmental had larger ribeye areas (P less than .05) compared with calves of the other breeds. Progeny of Polled Hereford dams had higher marbling scores and were fatter than progeny of dams of other breeds (P less than .05). Heterosis estimates were significant for all Brahman crosses for final weight, carcass weight and ribeye area, but these contrasts were negligible for other traits. Estimates of general combining ability were positive and significant for Simmental for final weight, carcass weight, ribeye area and marbling score and were significant and negative for Limousin for final weight, fat thickness and yield grade. Maternal values were generally small.",https://www.ncbi.nlm.nih.gov/pubmed/3372376,1988,J Anim Sci,1.711,35
"Evaluation of performance characteristics in a diallel among Simmental, Limousin, Polled Hereford and Brahman beef cattle. I. Growth, hip height and pelvic size.","Comerford JW, Benyshek LL, Bertrand JK, Johnson MH.","Progeny of a diallel among Simmental, Limousin, Polled Hereford and Brahman breeds of cattle were evaluated over 5 yr for preweaning and postweaning growth, hip height and pelvic size. Calves from Brahman and Simmental dams had the highest preweaning gains and weaning weights, and those from Polled Hereford dams had the lowest (P less than .05). Differences in the availability of milk and postpartum compensatory gains in progeny of Brahman dams could have contributed to these results. However, calves from Simmental, Limousin and Polled Hereford dams had significantly greater feedlot daily gains than those from Brahman dams. Yearling hip height and pelvic area were lower for progeny of Polled Hereford dams, whereas calves from Simmental, Limousin and Brahman dams were not different for these traits. A series of linear comparisons among these four breeds using least-squares means to estimate general and specific combining ability and maternal effects found significant, negative maternal effects for Polled Hereford for preweaning gain and weaning weight. A positive maternal effect (P less than .05) for Limousin was found for feedlot gain. General combining ability and maternal estimates were significant and variable in most comparisons for yearling hip height and pelvic area. Heterosis estimates were positive and significant in all crosses with Brahman for preweaning gain, weaning weight, yearling weight, hip height and pelvic area. Significant, positive heterosis was also found in Polled Hereford crosses with Limousin and Simmental for preweaning gain, weaning weight and yearling weight.",https://www.ncbi.nlm.nih.gov/pubmed/3372375,1988,J Anim Sci,1.711,24
Breeding performance of bulls assigned either to 40 cows per bull or 80 cows per two bulls during the breeding period.,"Neville WE Jr, Richardson KL, Utley PR.","The reproductive performance of Angus (A), Polled Hereford (PH) and Santa Gertrudis (SG) bulls was compared when exposed to 40 cows/bull vs 80 cows/two bulls during a 90- to 95-d breeding period on pasture. Cows were A, PH and SG straightbreds and crossbreds of these breeds. Each year, cows were allotted at random within breed composition and age of dam to breeding groups. A replicate consisted of two 40-cow single-sire units with bulls of two breeds and an 80-cow two-sire unit with two bulls of the same breeds and all four bulls of the same age. There were eight replicates of PH and SG bulls and five replicates of PH and A bulls. At breeding time, 20, 16, 12 and 4 bulls were 2-, 3-, 4- and 5-yr-olds, respectively. Reproductive performance of bulls was evaluated in terms of calving rate (CR) of cows exposed to them and number of days (NOD) from the beginning of the breeding period until calf birth. The 80-cow groups calved 3.7 d earlier (P less than .05) in the calving period and had a similar CR compared with the 40-cow groups. The PH-A replicates calved 3.5 d earlier (P less than .05) and had 7.3 percentage units higher (P less than .01) CR than PH-SG replicates. Results of this study indicated that 80-cow two-sire breeding groups had an advantage over the 40-cow single-sire groups in terms of calves born earlier in the calving period, with no reduction in CR.",https://www.ncbi.nlm.nih.gov/pubmed/3667458,1987,J Anim Sci,1.711,10
Cow breeding and calf growth performance as affected by pregnancy status the previous year.,"Neville WE Jr, Richardson KL, Williams DJ 3rd, Utley PR.","A 2-yr study was conducted to compare the subsequent cow breeding and calf performance of cows that were nonpregnant with cows that were pregnant at the time calves were weaned. Cows were Angus (A), Polled Hereford (PH), Santa Gertrudis (SG) straightbreds and crossbreds of these breeds. Nonpregnant cows (G1) were 4- to 9-yr-olds that had a calf the previous year and appeared to be physically sound with no detection (by rectal palpation) of an abnormal reproductive tract due to disease, abnormal growth or calving difficulties. Pregnant cows (G2) were of similar age and breed composition to G1 cows. The 93 G1 and the 193 G2 cows were assigned within age and breed composition to sire breeding groups on pasture in an approximate 1:2 ratio, respectively, per sire. There were six A, three PH and one SG sires. The year prior to G1 cows being nonpregnant, G1 cows calved 11 d later (P less than .01) than G2 cows. Subsequent to their being nonpregnant, G1 cows gained 27 kg more (P less than .001) weight during the breeding period, had 5.4 percentage units more (P less than .29) calves born, had calves 17 d earlier (P less than .001) in the calving period, had calves that gained at a similar rate to weaning and had calves that were 14 kg heavier (P less than .01) at weaning (due to their being 17 d older) compared with G2 cows and calves.",https://www.ncbi.nlm.nih.gov/pubmed/3624088,1987,J Anim Sci,1.711,6
"Growth, feed efficiency and variation of individually fed Angus, polled Hereford and Holstein steers.",Thonney ML.,"Individual growth and feed intake of 36 Angus, 27 Polled Hereford and 30 Holstein steers were determined from 365 to 560 kg live weight. One-half of the cattle in each breed were fed a diet based on high-moisture ear corn and the other one-half were fed a diet based on corn silage. Within each breed X diet group, half of the cattle were implanted with zeranol. Cattle fed the high-moisture ear corn diet were 8% more (P less than .01) efficient than cattle fed the corn silage diet. Cattle implanted with zeranol consumed 9% more (P less than .005) dry matter and gained 15% (P less than .005) faster, resulting in 5% (P less than .05) less dry matter per unit gain than unimplanted cattle. Holstein steers gained 11% faster (P less than .005) and consumed 8% less (P less than .025) dry matter per unit gain than the average of Angus and Polled Hereford steers. Within subclass coefficients of variation were 9.9, 14.3 and 13.7 for daily dry matter intake, average daily gain and dry matter per unit gain, respectively; within subclass correlations were .50 (P less than .01), .17 and -.75 (P less than .01) between daily dry matter intake and average daily gain, daily dry matter intake and dry matter per unit gain and average daily gain and dry matter per unit gain. When combined with previous data that show Holsteins attain the Choice grade with less trimmable fat and equal weight of trimmed primal cuts compared with traditional beef breeds of the same live weight, these results suggest that Holstein steers are under-valued feedlot beef cattle.",https://www.ncbi.nlm.nih.gov/pubmed/3610863,1987,J Anim Sci,1.711,25
"Reproductive rates, birth weight, calving ease and 24-h calf survival in a four-breed diallel among Simmental, Limousin, Polled Hereford and Brahman beef cattle.","Comerford JW, Bertrand JK, Benyshek LL, Johnson MH.","Calving and weaning rates, birth weight, calving ease, and 24-h calf survival were evaluated in a four-breed diallel of Simmental (S), Limousin (L), Polled Hereford (H) and Brahman (B) beef cattle in five calf crops. Limousin dams tended to have the highest calving and weaning rates because they were able to have heavier calves with less calving difficulty and higher survival rates. Brahman-sired calves were the heaviest at birth (P less than .05) and B dams produced the lightest calves (P less than .001). Lower birth weights tended to be the limiting factor on survival of these calves. A linear comparison among means to evaluate purebred, additive, maternal and specific combining ability effects showed most of the reduction in birth weight from B dams was due to maternal effects. Breed of dam accounted for a higher proportion of variation in calving ease than did sire breed. Simmental sires had significantly heavier calves at birth and S and H dams tended to have more calving difficulty and lower survival rates. Heterosis for these traits was generally not significant. Correlations were generally positive and significant for birth weight and calving ease, but were more variable for birth weight and survival. Linear regressions of calving ease on birth weight both within years and within dam-breed-year subclasses were very similar in that the association of these two traits was reduced as dam age increased.",https://www.ncbi.nlm.nih.gov/pubmed/3818492,1987,J Anim Sci,1.711,58
